article_title,revision_id,country,article_quality,population,region
Carlos Afu,1179631463.0,Panama,Stub,4.5,CENTRAL AMERICA
Roberto Alemán Zubieta,1185255049.0,Panama,Stub,4.5,CENTRAL AMERICA
Marco Ameglio,1009675699.0,Panama,Stub,4.5,CENTRAL AMERICA
José Domingo Arias,1246278068.0,Panama,C,4.5,CENTRAL AMERICA
José Isabel Blandón Castillo,1247550116.0,Panama,Start,4.5,CENTRAL AMERICA
José Isabel Blandón Figueroa,1211248608.0,Panama,Stub,4.5,CENTRAL AMERICA
Edison Broce,1199618114.0,Panama,GA,4.5,CENTRAL AMERICA
Harmodio Arias Cerjack,1112715613.0,Panama,Stub,4.5,CENTRAL AMERICA
Gil Colunje,1210905449.0,Panama,Start,4.5,CENTRAL AMERICA
Antonio Dominguez Richa,1217671448.0,Panama,Start,4.5,CENTRAL AMERICA
Carlos Duque,1246053940.0,Panama,Start,4.5,CENTRAL AMERICA
Francisco Vicente de la Espriella,931641150.0,Panama,Start,4.5,CENTRAL AMERICA
Enrique Geenzier,1247457080.0,Panama,Stub,4.5,CENTRAL AMERICA
Clara González,1231616496.0,Panama,C,4.5,CENTRAL AMERICA
Marcos Justine,1216597310.0,Panama,Stub,4.5,CENTRAL AMERICA
Julio Linares,1190557033.0,Panama,Start,4.5,CENTRAL AMERICA
Ricardo Lombana,1232490398.0,Panama,Start,4.5,CENTRAL AMERICA
Genaro López,1228695363.0,Panama,C,4.5,CENTRAL AMERICA
Victoriano Lorenzo,1229001493.0,Panama,C,4.5,CENTRAL AMERICA
Saúl Méndez,1237096541.0,Panama,Stub,4.5,CENTRAL AMERICA
Esther Neira de Calvo,1243597671.0,Panama,B,4.5,CENTRAL AMERICA
Manuel Noriega,1245953059.0,Panama,FA,4.5,CENTRAL AMERICA
José de Obaldía,1208931405.0,Panama,Start,4.5,CENTRAL AMERICA
Gumercinda Páez,1228695766.0,Panama,GA,4.5,CENTRAL AMERICA
Rómulo Roux,1225824631.0,Panama,Stub,4.5,CENTRAL AMERICA
José Antonio Sossa,1227100716.0,Panama,Start,4.5,CENTRAL AMERICA
Diógenes Vergara,1112714924.0,Panama,Stub,4.5,CENTRAL AMERICA
Alex Anisi,904399990.0,Papua New Guinea,Stub,9.5,OCEANIA
Abba Bina,1214592995.0,Papua New Guinea,Start,9.5,OCEANIA
Cherubim Dambui,1171166173.0,Papua New Guinea,C,9.5,OCEANIA
Moses Maladina,1242121940.0,Papua New Guinea,Start,9.5,OCEANIA
Ben Micah,1213179640.0,Papua New Guinea,Start,9.5,OCEANIA
Noah Musingku,1242740358.0,Papua New Guinea,C,9.5,OCEANIA
Francis Ona,1243428822.0,Papua New Guinea,C,9.5,OCEANIA
Alexis Sarei,1242812265.0,Papua New Guinea,Stub,9.5,OCEANIA
Peter Tsiamalili,1250770249.0,Papua New Guinea,GA,9.5,OCEANIA
Yali (politician),1213898789.0,Papua New Guinea,C,9.5,OCEANIA
Bernardino Cano Radil,1098691192.0,Paraguay,Stub,6.2,SOUTH AMERICA
Aníbal Carrillo,1030234146.0,Paraguay,Stub,6.2,SOUTH AMERICA
Juan Crisóstomo Centurión,1247102106.0,Paraguay,C,6.2,SOUTH AMERICA
Juan Carlos Da Costa,1235699389.0,Paraguay,Start,6.2,SOUTH AMERICA
José Díaz de Bedoya,1216770558.0,Paraguay,Stub,6.2,SOUTH AMERICA
Pedro Duarte (general),1249374531.0,Paraguay,C,6.2,SOUTH AMERICA
Ticio Escobar,1231524781.0,Paraguay,C,6.2,SOUTH AMERICA
José Félix Fernández Estigarribia,1190556161.0,Paraguay,Stub,6.2,SOUTH AMERICA
Amilcar Ferreira,1234894290.0,Paraguay,Start,6.2,SOUTH AMERICA
Mario Ferreiro,1231919161.0,Paraguay,Start,6.2,SOUTH AMERICA
Lalo Gomes,1245142692.0,Paraguay,C,6.2,SOUTH AMERICA
Domingo Gribeo,1172000080.0,Paraguay,Stub,6.2,SOUTH AMERICA
Walter Harms,1245142840.0,Paraguay,Stub,6.2,SOUTH AMERICA
Ramón Jiménez Gaona,1249934829.0,Paraguay,Start,6.2,SOUTH AMERICA
Fidel Maíz,1246554911.0,Paraguay,Start,6.2,SOUTH AMERICA
Óscar Rodríguez (Paraguayan politician),1231919214.0,Paraguay,Start,6.2,SOUTH AMERICA
Silvio Ovelar,1242348914.0,Paraguay,Start,6.2,SOUTH AMERICA
Vicente Rodríguez (politician),1095858144.0,Paraguay,Stub,6.2,SOUTH AMERICA
Ramón Romero Roa,1098595270.0,Paraguay,Stub,6.2,SOUTH AMERICA
Oscar Salomón (politician),1219775470.0,Paraguay,Stub,6.2,SOUTH AMERICA
Marcial Samaniego,1239630218.0,Paraguay,C,6.2,SOUTH AMERICA
Marcos Zeida,1177716891.0,Paraguay,Stub,6.2,SOUTH AMERICA
Nelson Chui,1246359401.0,Peru,Start,33.8,SOUTH AMERICA
Fausto Alvarado,1246361641.0,Peru,Start,33.8,SOUTH AMERICA
Roger Amuruz,1231916441.0,Peru,Stub,33.8,SOUTH AMERICA
Pedro Angulo Arana,1246359023.0,Peru,Start,33.8,SOUTH AMERICA
Carlos Arana,1246359867.0,Peru,C,33.8,SOUTH AMERICA
Ezequiel Ataucusi,1246358888.0,Peru,C,33.8,SOUTH AMERICA
Marcial Ayaipoma,1246361663.0,Peru,Stub,33.8,SOUTH AMERICA
Susana Baca,1240385865.0,Peru,C,33.8,SOUTH AMERICA
Alfonso Barrantes,1246360905.0,Peru,Start,33.8,SOUTH AMERICA
Jorge Basadre,1244724603.0,Peru,GA,33.8,SOUTH AMERICA
Carlos Basombrío Iglesias,1231783846.0,Peru,C,33.8,SOUTH AMERICA
Carlos Bazán Zender,1246360102.0,Peru,Start,33.8,SOUTH AMERICA
Francisco Belaúnde,1246360103.0,Peru,Stub,33.8,SOUTH AMERICA
Rodolfo Beltrán Bravo,1243025171.0,Peru,Start,33.8,SOUTH AMERICA
Carlos Boloña,1246361701.0,Peru,Start,33.8,SOUTH AMERICA
Luis Cáceres Velásquez,1246358892.0,Peru,Start,33.8,SOUTH AMERICA
Rogelio Canches,1225777652.0,Peru,Stub,33.8,SOUTH AMERICA
Hipólito Chaiña,1180365426.0,Peru,Stub,33.8,SOUTH AMERICA
Nazario Chávez Aliaga,1222223831.0,Peru,C,33.8,SOUTH AMERICA
Fernando Cillóniz,1246359128.0,Peru,C,33.8,SOUTH AMERICA
Ciro Castillo Rojo,1246359132.0,Peru,C,33.8,SOUTH AMERICA
Héctor Cornejo Chávez,1171576540.0,Peru,Stub,33.8,SOUTH AMERICA
Víctor Crisólogo,1231916577.0,Peru,Start,33.8,SOUTH AMERICA
Manuel Cipriano Dulanto,1225786332.0,Peru,Stub,33.8,SOUTH AMERICA
Luis A. Eguiguren,1246360951.0,Peru,B,33.8,SOUTH AMERICA
Víctor Espinoza Peña,1231916583.0,Peru,Stub,33.8,SOUTH AMERICA
Vicente Flores (politician),1216869057.0,Peru,Stub,33.8,SOUTH AMERICA
George Forsyth (footballer),1240185238.0,Peru,GA,33.8,SOUTH AMERICA
Hildebrando Fuentes,1231617337.0,Peru,Start,33.8,SOUTH AMERICA
Ronald Gamarra Herrera,1247351339.0,Peru,Stub,33.8,SOUTH AMERICA
Carlos Gamarra Ugaz,1097472740.0,Peru,Start,33.8,SOUTH AMERICA
Rafael Arcangel Avalos Garcia,1246360477.0,Peru,Stub,33.8,SOUTH AMERICA
Francisco de Paula González Vigil,1231224096.0,Peru,Start,33.8,SOUTH AMERICA
Julio Guzmán,1250035781.0,Peru,C,33.8,SOUTH AMERICA
Richard Hancco,1232445054.0,Peru,Start,33.8,SOUTH AMERICA
Nadine Heredia,1246361479.0,Peru,Start,33.8,SOUTH AMERICA
Fernando Herrera Mamani,1246358822.0,Peru,Start,33.8,SOUTH AMERICA
Antonio Huachaca,1208241604.0,Peru,FA,33.8,SOUTH AMERICA
José Huerta,1231916025.0,Peru,Start,33.8,SOUTH AMERICA
José Gálvez Paz,1246361141.0,Peru,Start,33.8,SOUTH AMERICA
José Lucas Chaparro,1246361218.0,Peru,Start,33.8,SOUTH AMERICA
Josué Gutiérrez Cóndor,1246361478.0,Peru,C,33.8,SOUTH AMERICA
Patricia Juárez,1245509105.0,Peru,Start,33.8,SOUTH AMERICA
Luis Felipe de Las Casas Grieve,1246359746.0,Peru,Stub,33.8,SOUTH AMERICA
Nieves Limachi,1246358938.0,Peru,Stub,33.8,SOUTH AMERICA
Rafael López Aliaga,1247375362.0,Peru,GA,33.8,SOUTH AMERICA
Santiago Manuin Valera,1225804950.0,Peru,Stub,33.8,SOUTH AMERICA
Pedro Mas,1191894630.0,Peru,Start,33.8,SOUTH AMERICA
Oscar Mollohuanca,1212494983.0,Peru,C,33.8,SOUTH AMERICA
Jorge Muñoz Wells,1246360135.0,Peru,C,33.8,SOUTH AMERICA
Luis Nava Guibert,1245418844.0,Peru,C,33.8,SOUTH AMERICA
Rosa María Ortiz,1153524408.0,Peru,Stub,33.8,SOUTH AMERICA
Bruno Pacheco (politician),1137572008.0,Peru,C,33.8,SOUTH AMERICA
Jorge Polar,1225819758.0,Peru,Stub,33.8,SOUTH AMERICA
Jaime Quijandría Salmón,1247691970.0,Peru,Start,33.8,SOUTH AMERICA
Roberto Ramírez del Villar,1126338729.0,Peru,Stub,33.8,SOUTH AMERICA
Ramón A. Chaparro,1219281849.0,Peru,Start,33.8,SOUTH AMERICA
Aníbal Ramón Ruffner,1231783765.0,Peru,Stub,33.8,SOUTH AMERICA
José de la Riva-Agüero y Looz-Corswarem,1246361934.0,Peru,Stub,33.8,SOUTH AMERICA
Roberto Sánchez Palomino,1231916423.0,Peru,Start,33.8,SOUTH AMERICA
Carlos Roca (politician),1246359984.0,Peru,C,33.8,SOUTH AMERICA
Miguel Romero Sotelo,1250250117.0,Peru,Start,33.8,SOUTH AMERICA
Miguel Rosas,1010787172.0,Peru,Start,33.8,SOUTH AMERICA
José Faustino Sánchez Carrión,1240176723.0,Peru,Start,33.8,SOUTH AMERICA
Manuel Tovar y Chamorro,1245682396.0,Peru,C,33.8,SOUTH AMERICA
Enrique Valderrama,1250393333.0,Peru,Start,33.8,SOUTH AMERICA
José Manuel Valdés,1241734628.0,Peru,Start,33.8,SOUTH AMERICA
Mario Vargas Llosa,1246698752.0,Peru,GA,33.8,SOUTH AMERICA
César Vásquez Bazán,1246360016.0,Peru,Start,33.8,SOUTH AMERICA
Walter Vásquez Vejarano,1176348609.0,Peru,Stub,33.8,SOUTH AMERICA
Federico Villarreal,1231617134.0,Peru,Stub,33.8,SOUTH AMERICA
Waldemar Cerrón,1244136533.0,Peru,C,33.8,SOUTH AMERICA
María Zavala Valladares,1246371897.0,Peru,Stub,33.8,SOUTH AMERICA
Claudio Zolla,1246361993.0,Peru,Start,33.8,SOUTH AMERICA
Fernando Alexandre (politician),1232236594.0,Portugal,Stub,10.5,SOUTHERN EUROPE
João Almeida (politician),1219074425.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Álvaro Castello-Branco,1218274868.0,Portugal,Stub,10.5,SOUTHERN EUROPE
António Alves Martins,1168807397.0,Portugal,Start,10.5,SOUTHERN EUROPE
David José Alves,1226452943.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Vítor Alves (soldier),1235684279.0,Portugal,Start,10.5,SOUTHERN EUROPE
Ana Paula Martins,1243011550.0,Portugal,Start,10.5,SOUTHERN EUROPE
Albino Aroso,965663617.0,Portugal,Start,10.5,SOUTHERN EUROPE
Hermano José Braamcamp de Almeida Castelo Branco,1211949113.0,Portugal,Start,10.5,SOUTHERN EUROPE
André Bradford,1106835172.0,Portugal,Start,10.5,SOUTHERN EUROPE
Luís de Almeida Braga,1145174894.0,Portugal,Start,10.5,SOUTHERN EUROPE
Helena Carreiras,1240227401.0,Portugal,GA,10.5,SOUTHERN EUROPE
António Júlio de Castro Fernandes,1249378156.0,Portugal,C,10.5,SOUTHERN EUROPE
Luís Filipe Castro Mendes,1201440268.0,Portugal,Stub,10.5,SOUTHERN EUROPE
"Manuel Antônio Ribeiro de Castro, Baron of Santa Rita",1242284023.0,Portugal,Start,10.5,SOUTHERN EUROPE
José Xavier de Cerveira e Sousa,1138433614.0,Portugal,Start,10.5,SOUTHERN EUROPE
José Correia da Serra,1216599206.0,Portugal,C,10.5,SOUTHERN EUROPE
Ângelo Correia,1215859741.0,Portugal,Start,10.5,SOUTHERN EUROPE
António Maria de Sousa Horta e Costa,1161487385.0,Portugal,Start,10.5,SOUTHERN EUROPE
António Borges Coutinho,1097154160.0,Portugal,Start,10.5,SOUTHERN EUROPE
Francisco Manuel Homem Cristo,1242707017.0,Portugal,Stub,10.5,SOUTHERN EUROPE
André Cusaco,1226519341.0,Portugal,Stub,10.5,SOUTHERN EUROPE
José Cutileiro,1148346147.0,Portugal,C,10.5,SOUTHERN EUROPE
Joana Amaral Dias,1243626811.0,Portugal,Start,10.5,SOUTHERN EUROPE
Diogo de Castro,1241073675.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Teófilo Duarte,1247752897.0,Portugal,Start,10.5,SOUTHERN EUROPE
António Osório Sarmento de Figueiredo Jr.,1211949056.0,Portugal,C,10.5,SOUTHERN EUROPE
José Fontana (publisher),1201186238.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Manuel Frasquilho,1143138636.0,Portugal,C,10.5,SOUTHERN EUROPE
Azedo Gneco,1180316635.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Luís Marques Guedes,1213930585.0,Portugal,Start,10.5,SOUTHERN EUROPE
Miguel Guimarães,1215813778.0,Portugal,Stub,10.5,SOUTHERN EUROPE
José Maria de Sousa Horta e Costa,1242154729.0,Portugal,C,10.5,SOUTHERN EUROPE
Isaltino Morais,1243622555.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Isilda Gomes,1235572294.0,Portugal,Stub,10.5,SOUTHERN EUROPE
"Jaime Álvares Pereira de Melo, 3rd Duke of Cadaval",1236123523.0,Portugal,Start,10.5,SOUTHERN EUROPE
Jorge Jardim,1249374119.0,Portugal,Stub,10.5,SOUTHERN EUROPE
João Leão,1249137694.0,Portugal,GA,10.5,SOUTHERN EUROPE
Ricardo Baptista Leite,1241404614.0,Portugal,C,10.5,SOUTHERN EUROPE
António Lima,1242659176.0,Portugal,Stub,10.5,SOUTHERN EUROPE
António Lino Neto,1190613410.0,Portugal,B,10.5,SOUTHERN EUROPE
Paulo Lowndes Marques,1248037277.0,Portugal,C,10.5,SOUTHERN EUROPE
Bruno Maçães,1224131207.0,Portugal,Start,10.5,SOUTHERN EUROPE
Martim Pires Machado,1229537850.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Manuel Magno,1227271357.0,Portugal,Start,10.5,SOUTHERN EUROPE
Maria do Rosário Palma Ramalho,1231260672.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Manuel Martins Manso,1013841485.0,Portugal,Start,10.5,SOUTHERN EUROPE
Guilherme d'Oliveira Martins,1181160123.0,Portugal,Start,10.5,SOUTHERN EUROPE
Manuel Monge (military figure),1017040116.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Rui Moreira,1249176751.0,Portugal,Start,10.5,SOUTHERN EUROPE
Francisco Pereira de Moura,1206537807.0,Portugal,Start,10.5,SOUTHERN EUROPE
Henrique Neto,1249374527.0,Portugal,Start,10.5,SOUTHERN EUROPE
Eduardo Oliveira e Sousa,1226584293.0,Portugal,Start,10.5,SOUTHERN EUROPE
João Oliveira (politician),1241672669.0,Portugal,Stub,10.5,SOUTHERN EUROPE
José Pacheco (politician),1243317851.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Álvaro Bulhão Pato,1163626833.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Jaime Nogueira Pinto,1216910186.0,Portugal,Start,10.5,SOUTHERN EUROPE
Mário Lemos Pires,1238483760.0,Portugal,C,10.5,SOUTHERN EUROPE
Alexandre Martins Pamplona Ramos,1074816304.0,Portugal,B,10.5,SOUTHERN EUROPE
José Hipólito Raposo,1172374082.0,Portugal,Start,10.5,SOUTHERN EUROPE
José Adriano Pequito Rebelo,1231371592.0,Portugal,Start,10.5,SOUTHERN EUROPE
Joaquim Heliodoro da Cunha Rivara,1233297849.0,Portugal,C,10.5,SOUTHERN EUROPE
Walter Rosa,1250504429.0,Portugal,Start,10.5,SOUTHERN EUROPE
Rui Cristina,1225503141.0,Portugal,Stub,10.5,SOUTHERN EUROPE
João Ferreira Sardo,1249309628.0,Portugal,C,10.5,SOUTHERN EUROPE
Sérgio Humberto,1241673637.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Manuel Sérgio,1241968420.0,Portugal,Stub,10.5,SOUTHERN EUROPE
"Francisco Xavier da Silva Pereira, 1st Count of Antas",1230600835.0,Portugal,Start,10.5,SOUTHERN EUROPE
Mouzinho da Silveira,1205328972.0,Portugal,C,10.5,SOUTHERN EUROPE
"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão",1216419153.0,Portugal,Start,10.5,SOUTHERN EUROPE
António Tânger Corrêa,1239216991.0,Portugal,C,10.5,SOUTHERN EUROPE
Marta Temido,1243011196.0,Portugal,C,10.5,SOUTHERN EUROPE
Joaquim Vairinhos,1218102681.0,Portugal,Start,10.5,SOUTHERN EUROPE
António Valverde Martins,1101185103.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Vasco Becker-Weinberg,1229931064.0,Portugal,Stub,10.5,SOUTHERN EUROPE
Jacques Bihozagara,1140307476.0,Rwanda,Start,14.1,EASTERN AFRICA
Fulgence Nsengiyumva,1219242575.0,Rwanda,Stub,14.1,EASTERN AFRICA
Jean-Marie Vianney Gatabazi,1226804014.0,Rwanda,Start,14.1,EASTERN AFRICA
Emmanuel Havugimana,1228471757.0,Rwanda,C,14.1,EASTERN AFRICA
Patrick Karegeya,1245586717.0,Rwanda,GA,14.1,EASTERN AFRICA
Alexandre Lyambabaje,1170468510.0,Rwanda,Start,14.1,EASTERN AFRICA
Thomas Nahimana,1235038071.0,Rwanda,Start,14.1,EASTERN AFRICA
Fatuma Ndangiza,1215115865.0,Rwanda,GA,14.1,EASTERN AFRICA
François Ngarukiyintwali,1225574614.0,Rwanda,Stub,14.1,EASTERN AFRICA
Manasseh Nshuti,1235371819.0,Rwanda,Start,14.1,EASTERN AFRICA
Bernard Ntaganda,1230534850.0,Rwanda,Stub,14.1,EASTERN AFRICA
Valerie Nyirahabineza,1230744729.0,Rwanda,C,14.1,EASTERN AFRICA
Dancilla Nyirarugero,1168220939.0,Rwanda,Start,14.1,EASTERN AFRICA
Tharcisse Renzaho,1103863452.0,Rwanda,Start,14.1,EASTERN AFRICA
Jean de Dieu Rurangirwa,1183647425.0,Rwanda,Stub,14.1,EASTERN AFRICA
Protais Zigiranyirazo,1144520217.0,Rwanda,C,14.1,EASTERN AFRICA
Robelto Hector,1176972122.0,St. Kitts and Nevis,Stub,0.1,CARIBBEAN
Eustace John,1214783253.0,St. Kitts and Nevis,Stub,0.1,CARIBBEAN
Shirley Skerrit-Andrew,1176970119.0,St. Kitts and Nevis,Stub,0.1,CARIBBEAN
Hilford Deterville,1239360930.0,St. Lucia,Stub,0.2,CARIBBEAN
Henry Giraudy,1242478868.0,St. Lucia,Stub,0.2,CARIBBEAN
Ricky Skerritt,1250318110.0,St. Lucia,Start,0.2,CARIBBEAN
Benarva Browne,1176248040.0,St. Vincent and the Grenadines,Start,0.1,CARIBBEAN
Kenneth John,1177305044.0,St. Vincent and the Grenadines,Start,0.1,CARIBBEAN
Gertrude Protain,1231988546.0,St. Vincent and the Grenadines,C,0.1,CARIBBEAN
Alphonso Theodore Roberts,1198974259.0,St. Vincent and the Grenadines,Start,0.1,CARIBBEAN
Sua Rimoni Ah Chong,1244197213.0,Samoa,C,0.2,OCEANIA
Le Mamea Matatumua Ata,1244204310.0,Samoa,Start,0.2,OCEANIA
William Coe (governor),1244368584.0,Samoa,Stub,0.2,OCEANIA
Va'aelua Eti Alesana,1244197543.0,Samoa,Start,0.2,OCEANIA
Lauaki Namulauulu Mamoe,1229475887.0,Samoa,C,0.2,OCEANIA
Tui Manuʻa Elisala,1161001032.0,Samoa,C,0.2,OCEANIA
Toleʻafoa Solomona Toʻailoa,1244203105.0,Samoa,Stub,0.2,OCEANIA
Tamaseu Leni Warren,1244203194.0,Samoa,Stub,0.2,OCEANIA
Abdullah bin Faisal Al Saud (1831–1889),1245670134.0,Saudi Arabia,GA,36.9,WESTERN ASIA
Abdullatif bin Abdulaziz Al-Sheikh,1247311135.0,Saudi Arabia,Stub,36.9,WESTERN ASIA
Dahham ibn Dawwas,1249476465.0,Saudi Arabia,Start,36.9,WESTERN ASIA
Faisal bin Turki Al Saud (1785–1865),1245654920.0,Saudi Arabia,GA,36.9,WESTERN ASIA
Khalid bin Saud Al Saud (1811–1865),1247313877.0,Saudi Arabia,C,36.9,WESTERN ASIA
Armand-Pierre Angrand,1061043624.0,Senegal,Stub,18.3,WESTERN AFRICA
Léopold Angrand,1176928408.0,Senegal,Stub,18.3,WESTERN AFRICA
Alioune Badara Cissé,1199936144.0,Senegal,Start,18.3,WESTERN AFRICA
Landing Badji,1221300359.0,Senegal,Stub,18.3,WESTERN AFRICA
Cheikh Abdoul Khadre Cissokho,1226291269.0,Senegal,Stub,18.3,WESTERN AFRICA
Modou Dia,1093235453.0,Senegal,Stub,18.3,WESTERN AFRICA
Karamba Diaby,1248936838.0,Senegal,C,18.3,WESTERN AFRICA
Youssou Diagne,1122757499.0,Senegal,Stub,18.3,WESTERN AFRICA
Ibrahima Diallo (politician),1177650317.0,Senegal,Stub,18.3,WESTERN AFRICA
Alioune Diop,1233027724.0,Senegal,Start,18.3,WESTERN AFRICA
Amadou Mame Diop,1247447514.0,Senegal,Start,18.3,WESTERN AFRICA
Makhtar Diop,1243625708.0,Senegal,C,18.3,WESTERN AFRICA
Ngalandou Diouf,1244200749.0,Senegal,Start,18.3,WESTERN AFRICA
Cheikh Sadibou Fall,1128458376.0,Senegal,Start,18.3,WESTERN AFRICA
Abbas Gueye,1187261448.0,Senegal,Stub,18.3,WESTERN AFRICA
Maïmouna Kane,1112938840.0,Senegal,Stub,18.3,WESTERN AFRICA
Louis Le Gros,1183769164.0,Senegal,Stub,18.3,WESTERN AFRICA
Amadou-Mahtar M'Bow,1250208947.0,Senegal,C,18.3,WESTERN AFRICA
Abdoul Aziz Mbaye,1167669897.0,Senegal,Start,18.3,WESTERN AFRICA
Alioune Badara M'Bengue,1246298766.0,Senegal,Stub,18.3,WESTERN AFRICA
Penda Mbow,1152886496.0,Senegal,Start,18.3,WESTERN AFRICA
Mamadou Bamba Ndiaye,1180233069.0,Senegal,Stub,18.3,WESTERN AFRICA
Marième Ndiaye,1233246343.0,Senegal,Stub,18.3,WESTERN AFRICA
Ndioro Ndiaye,1229876012.0,Senegal,Start,18.3,WESTERN AFRICA
Khalilou Sall,1109928120.0,Senegal,Stub,18.3,WESTERN AFRICA
Alioune Sarr,1131649220.0,Senegal,C,18.3,WESTERN AFRICA
Assane Seck,1243288959.0,Senegal,Stub,18.3,WESTERN AFRICA
Léopold Sédar Senghor,1248475218.0,Senegal,B,18.3,WESTERN AFRICA
Louis Jacques Senghor,1093235015.0,Senegal,Stub,18.3,WESTERN AFRICA
Fatimata Seye Sylla,1199198709.0,Senegal,Start,18.3,WESTERN AFRICA
Moustapha Sourang,1229875469.0,Senegal,Start,18.3,WESTERN AFRICA
Charles Bastienne,1076671631.0,Seychelles,Stub,0.1,EASTERN AFRICA
Wallace Cosgrow,1208919956.0,Seychelles,Stub,0.1,EASTERN AFRICA
Didier Dogley,1236082048.0,Seychelles,Stub,0.1,EASTERN AFRICA
Errol Fonseka,1235434444.0,Seychelles,Stub,0.1,EASTERN AFRICA
Joel Morgan,1190556649.0,Seychelles,Stub,0.1,EASTERN AFRICA
Satya Naidu,1242656872.0,Seychelles,Start,0.1,EASTERN AFRICA
John Amadu Bangura,1242154948.0,Sierra Leone,C,8.9,WESTERN AFRICA
Arnold Jonathan Bishop-Gooding,1248518628.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Christopher Okoro Cole,1242261320.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Moinina Fofana,1150967706.0,Sierra Leone,Stub,8.9,WESTERN AFRICA
Momoh Gulama,949562875.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Sheik-Umarr Mikailu Jah,1245194292.0,Sierra Leone,C,8.9,WESTERN AFRICA
Mohamed Wurie Jalloh,1230927199.0,Sierra Leone,Stub,8.9,WESTERN AFRICA
Henry M. Joko-Smart,1236239051.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Yahya Kanu,1229494641.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Danda Mohamed Kondeh,1229753869.0,Sierra Leone,Stub,8.9,WESTERN AFRICA
Henry Josiah Lightfoot Boston,1242154971.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Émile F. Luke,1240785376.0,Sierra Leone,Stub,8.9,WESTERN AFRICA
Henry O. Macauley,1229932778.0,Sierra Leone,Stub,8.9,WESTERN AFRICA
Alie Badara Mansaray,1158873914.0,Sierra Leone,Stub,8.9,WESTERN AFRICA
Mohamed Kamarainba Mansaray,1105894039.0,Sierra Leone,C,8.9,WESTERN AFRICA
Solomon Musa,1078399680.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Thomas Peters (revolutionary),1188215384.0,Sierra Leone,C,8.9,WESTERN AFRICA
Bai Kelfa Sankoh,1163409287.0,Sierra Leone,Stub,8.9,WESTERN AFRICA
Tinga Seisay,1227392405.0,Sierra Leone,C,8.9,WESTERN AFRICA
Nancy Steele,1138409597.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Valentine Strasser,1213633579.0,Sierra Leone,C,8.9,WESTERN AFRICA
Alpha Timbo,971644466.0,Sierra Leone,Start,8.9,WESTERN AFRICA
Andrew Kuan,1173399298.0,Singapore,Start,5.8,SOUTHEAST ASIA
Lim Han Hoe,1162078233.0,Singapore,C,5.8,SOUTHEAST ASIA
Ooi Boon Ewe,1246674872.0,Singapore,Start,5.8,SOUTHEAST ASIA
Rajabali Jumabhoy,1225577335.0,Singapore,C,5.8,SOUTHEAST ASIA
Nestor Ghiro,1223783811.0,Solomon Islands,Stub,0.8,OCEANIA
John Dean Kuku,1146487474.0,Solomon Islands,Stub,0.8,OCEANIA
Doreen Kuper,1071176674.0,Solomon Islands,Start,0.8,OCEANIA
Eric Lawson (politician),1103173015.0,Solomon Islands,Start,0.8,OCEANIA
John Maneniaru,1224038513.0,Solomon Islands,Stub,0.8,OCEANIA
Andrew Manepora,1191281042.0,Solomon Islands,Stub,0.8,OCEANIA
Julian Moti,1220965405.0,Solomon Islands,C,0.8,OCEANIA
Bartholomew Parapolo,1222021153.0,Solomon Islands,Stub,0.8,OCEANIA
Daniel Suidani,1244108597.0,Solomon Islands,Start,0.8,OCEANIA
Anthony Veke,1249903984.0,Solomon Islands,Stub,0.8,OCEANIA
Joseph Waleanisia,1103157537.0,Solomon Islands,Stub,0.8,OCEANIA
Ajilon Jasper Nasiu,1221556312.0,Solomon Islands,Stub,0.8,OCEANIA
Dulton Adams,1159756311.0,South Africa,Stub,60.7,SOUTHERN AFRICA
Bongani Baloyi,1244353459.0,South Africa,C,60.7,SOUTHERN AFRICA
Japie Basson,1216786719.0,South Africa,Start,60.7,SOUTHERN AFRICA
Christiaan Frederik Beyers,1246853229.0,South Africa,GA,60.7,SOUTHERN AFRICA
Bongani Bongo,1241954393.0,South Africa,C,60.7,SOUTHERN AFRICA
Shaun Byneveldt,1226295703.0,South Africa,Stub,60.7,SOUTHERN AFRICA
Marshall Campbell,1245674826.0,South Africa,Start,60.7,SOUTHERN AFRICA
